Locus_name)	Germplasm_name	phenotype	pubmed_id
AT3G18110	CS16015	Embryo defective; initiated cotyledons and continued growth and cell division beyond heart stage.  Embryos elongated and developed a clear hypocotyl, but featured dramatically stunted cotyledons.  Domed shoot apex.	15647901
AT3G18140	SAIL_641_D10	lst8-1 mutants exhibit slower growth, high branching and abnormal development of flowers. Mutants show early senescence when shifted to long days and fail to accumulate raffinose. Mutants contain high levels of amino-acids and starch.	22307851
AT3G18140	SALK_002459	lst8-1 mutants exhibit slower growth, high branching and abnormal development of flowers. Mutants show early senescence when shifted to long days and fail to accumulate raffinose. Mutants contain high levels of amino-acids and starch.	22307851
AT3G18165	mos4-1	suppresses the autoimmunity-related phenotypes of snc1.	17575050
AT3G18440	SALK_090362	no visible phenotype although the isolated leaf mesophyll protoplasts contain 20% less malate.	18005230
AT3G18524	atmsh2-1	Increased meiotic recombination between divergent sequences tested using marker lines.	16311517
AT3G18660	pgsip1	GlcA transferase activity in pgsip1 was only 50% of the wild type level.  Significantly lower contents of GlcA compared to wild type.	21124849
AT3G18780	act2-1	Mutants have abnormal root hairs that are stunted, bulging or may be branched. The orientation of microtubules is abnormal.	19304937
AT3G18780	act2-1/act7-4	Plants are dwarf and reach only 15% of the height of wild type. Roots lack root hairs- the initiate but do not develop further than a bulge. Leaves are small with reduced surface area and fewer lobes. Leaf trichomes are abnormal and contain fewer branches. Also defects in flower morphology, reduced fertility, abnormal inflorescence structure and abnormal silique development.	19304937
AT3G18780	act2-1/act8-2	Lacks root hairs.Root hairs initiate but do not develop further.	19304937
AT3G18990	CS9388	In the absence of vernalization, the double mutant flowered at the same time as the fca-1 single mutant.	8998499
AT3G18990	vrn1-2	No delay in flowering but reduction in vernalization response.	12114624
AT3G18990	vrn1-2 fca-1	Strong delay in flowering and vernalization response.	12114624
AT3G19040	SALK_110027	Cotyledons of seven day old plants are paler than those of Col-0, with a 35-40% and 50% reduction in chlorophyll a and chlorophyll b contents compared with Col-0.  Induction of expression of light responsive genes RBCS-1A and CAB2 during germination is seriously impaired.	15525647
AT3G19040	SALK_110029	Cotyledons of seven day old plants are paler than those of Col-0, with a 35-40% and 50% reduction in chlorophyll a and chlorophyll b contents compared with Col-0.  Induction of expression of light responsive genes RBCS-1A and CAB2 during germination is seriously impaired.	15525647
AT3G19040	haf2-1	Cotyledons of seven day old plants are paler than those of Ws, with a 35-40% and 50% reduction in chlorophyll a and chlorophyll b contents compared with Ws. Newly produced youg leaves and shoots are yellowish.  During expansion, the leaves become gradually greener from the base to the distal end.  Induction of expression of light responsive genes RBCS-1A and CAB2 during germination is seriously impaired.	15525647
AT3G19050	SALK_013944	No visible phenotype.	16682350
AT3G19050	pok1-1/pok2-1	At seedling stage pok1/pok2 double mutants differ from wild-type by having smaller cotyledons as well as shorter, wider roots and hypocotyls. Adult plants exhibit a dwarfed stature, but all organs are present, although miniaturized. Plants are fertile but produce reduced numbers of seeds. Microscopic observation revealed highly disordered root meristem cell patterns, with most walls lacking parallel or perpendicular alignment to the longitudinal axis of the root and most cells exhibiting irregular shapes. Examination of cell wall patterns suggested that misoriented cell divisions were largely responsible for the irregular cell patterns. In pok1/pok2 double mutant embryos, misplaced cell walls were observed as early as the octant stage of embryogenesis. Throughout embryogenesis, the mispositioning of cell walls continues, eventually giving rise to slightly misshapen mature embryos with a stubby appearance, compared to wild-type. However, incomplete cell walls and wall stubs, a common feature of cytokinesis-defective mutants, were not observed in Toluidine blue-stained sections of double mutant embryos.	16682350
AT3G19160	atipt1 atipt 3 atipt4 atipt5-1 atipt6 atipt7 atipt8	Thin, small plants.	17062755
AT3G19160	atipt1 atipt 4 atipt 6 atipt 8	No visible phenotype.	17062755
AT3G19160	atipt1 atipt 6 atipt 8	No visible phenotype.	17062755
AT3G19160	atipt4 atipt 6 atipt 8	No visible phenotype.	17062755
AT3G19160	atipt8-1	No visible phenotype.	17062755
AT3G19180	SALK_100009C	Abnormalities in size and shape of chloroplasts in mesophyll cells compared to wild type. Chloroplast division is aberrant.	19564892
AT3G19180	SALK_138043-homozygous	Abnormalities in size and shape of chloroplasts in mesophyll cells compared to wild type. Chloroplast division is aberrant.	19564892
AT3G19190	SALK_076727	early senescence; accumulation of high levels of reactive oxygen species.	19773385
AT3G19210	SALK_038057C	Increased sensitivity to gamma radiation and the cross-linking reagent cisplatin.  Reduced efficiency of somatic homologous recombination.	17227544
AT3G19220	cyo1	Albino cotyledons, abnormal chloroplast biogenesis.  True leaves are not affected, chloroplast development during embryo biogenesis is not affected.  Affected in photomorphogenesis after prolonged skotomorphogenesis (after 4 days in dark unable to undergo photomorphogenesis).	17921316
AT3G19220	sco2-1	Albino cotyledons, abnormal chloroplast biogenesis.  True leaves are not affected, chloroplast development during embryo biogenesis is not affected.  Affected in photomorphogenesis after prolonged skotomorphogenesis (after 4 days in dark unable to undergo photomorphogenesis).	17921316
AT3G19220	sco2-2	Albino cotyledons, abnormal chloroplast biogenesis.  True leaves are not affected, chloroplast development during embryo biogenesis is not affected.  Affected in photomorphogenesis after prolonged skotomorphogenesis (after 4 days in dark unable to undergo photomorphogenesis).	17921316
AT3G19570	sco3-1	The sco3-1 mutation alters chloroplast morphology and development, reduces chlorophyll accumulation, impairs thylakoid formation and photosynthesis in seedlings, and results in photoinhibition under extreme CO(2) concentrations in mature leaves.	20978221
AT3G19700	SALK_013627	The methionine-derived glucosinolate content was reduced to 53% in the leaves. Meanwhile, the level of free methionine was increased for about five-fold. Extremely high level of S-methylmethione, the main transport form of methionine, was found in the seeds.	17056707
AT3G19700	SALK_073260	Small seed phenotype, similar to iku2-3	16293693
AT3G19710	SALK_013627	The methionine-derived glucosinolate content was reduced to 53% in the leaves. Meanwhile, the level of free methionine was increased for about five-fold. Extremely high level of S-methylmethione, the main transport form of methionine, was found in the seeds.	17056707
AT3G19720	SAIL 71D_11	Similar to arc5-1, with large, centrally constricted chloroplasts.	16998069
AT3G19720	arc5	Leaf mesophyll cells in mutants contain fewer and larger chloroplasts than the wild type cells, which have about 120 chloroplasts at maturity. The mutant cells contain between 3 and 15 chloroplasts in fully expanded mesophyll cells. Chloroplasts frequently remain dumbbell.	12642673
AT3G20320	tgd2-1	Compared to the wild type, mutant plants were consistently smaller and slightly pale, as was observed for the tgd1-1 mutants. Chlorophyll contents (Chlorophyll per gram of fresh weight) were reduced to a similar extent in the tgd1-1 and tgd2-1 mutants. Mutant plants had aberrant accumulation of oligogalactolipids and triacylglycerols; this was consistent with a disruption of the import of ER-derived lipids into the plastid.	16818883
AT3G20440	be1-1	Starch branching enzyme activity unaffected (similar to wild type levels).	17028209
AT3G20440	be1-1 be2-1	Displays the same profile of polymerization (DP) as the corresponding be2 or be3 mutant.	17028209
AT3G20440	be1-1 be2-1	Increased starch phosphorylase activity compared to wild type.	17028209
AT3G20440	be1-1 be2-1	No starch branching enzyme activity detected.	17028209
AT3G20440	be1-1 be3-2	Displays the same profile of polymerization (DP) as the corresponding be2 or be3 mutant.	17028209
AT3G20440	be1-2	Starch branching enzyme activity unaffected (similar to wild type levels).	17028209
AT3G20475	SALK_026553	Reduced fertility.  Reduced silique length.  Reduced chiasma frequency.	18318687
AT3G20475	SALK_110240	Reduced fertility.  Reduced silique length.  Reduced chiasma frequency.	18318687
AT3G20475	shoc1-1/Atmsh5	Reduced number of chiasmata.	18812090
AT3G20630	per1	per1 plants show normal root hair development under control conditions but displayed an inhibited root hair elongation phenotype upon Pi deficiency. The per1 mutant exhibits a pleiotropic phenotype under control conditions, resembling Pi-deficient plants in several aspects.	19969521
AT3G20770	ebf1-3 ebf2-3 ein3-1	More dramatic rescue of the ebf1-3 ebf2-3 phenotype. Seedlings grow rapidly after germination and eventually developed large rosette of true leaves. However the leaves are epinastic with elongated petioles and small leaf blades. Produced fertile but shorter flowers and viable seeds.	17307926
AT3G20770	ebf1-3 ebf2-3 ein3-1 eil1-3	Almost complete rescue of the ebf1-3 ebf2-3 phenotype. Plants are phenotypically indistinguishable from the wild type.	17307926
AT3G20770	eer4; ein3-1	eer4 partially restores the ethylene responsiveness to the ein3-1 mutant. Exposure of the eer4;ein3-1 mutant to saturating levels of ethylene results in moderate hypocotyl inhibition along with the generation of a pronounced apical hook.	17526916
AT3G20780	rhl3-1	Complete absence of root hairs, abnormal patterning of leaf epidermis, and dwarfism.	9165126
AT3G20840	plt1-1	The mutation causes extra cells in the columella root cap and the QC.	15454085
AT3G20840	plt1-2	The mutation causes extra cells in the columella root cap and the QC.	15454085
AT3G20840	plt3-1/plt2-2/plt1-4	Rootless.Embryonic root differentiates 3 days after germination. Adventitious roots arrest 6 days after germination.	17960244
AT3G21070	ndk1	Upon treatment with paraquat (an inducer of reactive oxygen species), the leaves of the mutant develop a purple colour (flavonoid anthocyanin) on their abaxial surfaces.	15711971
AT3G21070	ndk1	When grown on soil, the aerial parts of the mutant show reduced growth relative to wildtype, with no apparent change in plant morphology. This difference was not observed when the mutant was grown on MS medium.	15711971
AT3G21150	SALK_059534 (homo)	Under FRc conditions, the length mutant hypocotyls is similar to that of wild-type plants.  Under Rc conditions, the hypocotyl length is decreased and the cotyledon area is smaller.	16891401
AT3G21180	CS92461	slightly retarded. Leaves contained undegraded starch at the end of night.	18390594
AT3G21330	SALK_066339 (homo)	Under both FRc and Rc conditions, the length of mutant hypocotyls and cotyledon area are similar to that of wild type.	16891401
AT3G21560	brt1 fah1	Double mutants lacked hyper-fluorescent trichomes.	17217457
AT3G21560	brt1-1	Levels of sinapoylmalate were reduced to 60-70% of those in wild-type leaves and the mutations had a similar impact on seed sinapoylcholine and sinapoylglucose content. The quantity and quality of lignin in mutant plants were unchanged relative to wild type.	17217457
AT3G21560	brt1-1	Mutant display a red-fluorescence phenotype in primary leaves and hyper-fluorescent trichome phenotype in secondary leaves.	17217457
AT3G21560	brt1-1	SGT activity in the extracts from mature mutant leaf tissues was less than 5% of that of the wild type.	17217457
AT3G21560	brt1-1	Very low sinapic acid:UDP-glucose glucosyltransferase activity in the mutant leaves compared to that of wild type.	17217457
AT3G21560	brt1-2	Levels of sinapoylmalate were reduced to 60-70% of those in wild-type leaves and the mutations had a similar impact on seed sinapoylcholine and sinapoylglucose content. The quantity and quality of lignin in mutant plants were unchanged relative to wild type.	17217457
AT3G21560	brt1-2	Mutant display a red-fluorescence phenotype in primary leaves and hyper-fluorescent trichome phenotype in secondary leaves.	17217457
AT3G21560	brt1-2	Very low sinapic acid:UDP-glucose glucosyltransferase activity in the mutant leaves compared to that of wild type.	17217457
AT3G21560	brt1-3	Levels of sinapoylmalate were reduced to 60-70% of those in wild-type leaves and the mutations had a similar impact on seed sinapoylcholine and sinapoylglucose content. The quantity and quality of lignin in mutant plants were unchanged relative to wild type.	17217457
AT3G21560	brt1-3	Mutant display a red-fluorescence phenotype in primary leaves and hyper-fluorescent trichome phenotype in secondary leaves.	17217457
AT3G21560	brt1-3	Very low sinapic acid:UDP-glucose glucosyltransferase activity in the mutant leaves compared to that of wild type.	17217457
AT3G21560	brt1-4	Levels of sinapoylmalate were reduced to 60-70% of those in wild-type leaves and the mutations had a similar impact on seed sinapoylcholine and sinapoylglucose content. The quantity and quality of lignin in mutant plants were unchanged relative to wild type.	17217457
AT3G21560	brt1-4	Mutant display a red-fluorescence phenotype in primary leaves and hyper-fluorescent trichome phenotype in secondary leaves.	17217457
AT3G21560	brt1-4	Very low sinapic acid:UDP-glucose glucosyltransferase activity in the mutant leaves compared to that of wild type.	17217457
AT3G21560	brt1-5	Levels of sinapoylmalate were reduced to 60-70% of those in wild-type leaves and the mutations had a similar impact on seed sinapoylcholine and sinapoylglucose content. The quantity and quality of lignin in mutant plants were unchanged relative to wild type.	17217457
AT3G21560	brt1-5	Mutant display a red-fluorescence phenotype in primary leaves and hyper-fluorescent trichome phenotype in secondary leaves.	17217457
AT3G21560	brt1-6	Levels of sinapoylmalate were reduced to 60-70% of those in wild-type leaves and the mutations had a similar impact on seed sinapoylcholine and sinapoylglucose content. The quantity and quality of lignin in mutant plants were unchanged relative to wild type.	17217457
AT3G21560	brt1-6	Mutant display a red-fluorescence phenotype in primary leaves and hyper-fluorescent trichome phenotype in secondary leaves.	17217457
AT3G21560	brt1-7	Levels of sinapoylmalate were reduced to 60-70% of those in wild-type leaves and the mutations had a similar impact on seed sinapoylcholine and sinapoylglucose content. The quantity and quality of lignin in mutant plants were unchanged relative to wild type.	17217457
AT3G21560	brt1-7	Mutant display a red-fluorescence phenotype in primary leaves and hyper-fluorescent trichome phenotype in secondary leaves.	17217457
AT3G21560	brt1-8	Levels of sinapoylmalate were reduced to 60-70% of those in wild-type leaves and the mutations had a similar impact on seed sinapoylcholine and sinapoylglucose content. The quantity and quality of lignin in mutant plants were unchanged relative to wild type.	17217457
AT3G21560	brt1-8	Mutant display a red-fluorescence phenotype in primary leaves and hyper-fluorescent trichome phenotype in secondary leaves.	17217457
AT3G21630	096F09	Induction of all chitooligosaccharide-  responsive genes was blocked in the mutant. Mutant showed more susceptibility to fungal pa  thogens but had no effect on bacterial infection, neither affected the  SA- and jasmonic acid/ethylene-responsive pathways.
	18263776

AT3G21630	cerk1-1	completely lost the ability to respond  to the chitin elicitor
	18042724

AT3G21780	02_26_08	No visible phenotype.	16623908
AT3G22170	fhy3-1	Increased red light signaling in the control of deetiolation.  Disrupted rhythmicity of central-clock and clock-output gene expression in constant red light.	17012604
AT3G22200	CS6385	Hypersensitivity to NaCl and LiCl but not to mannitol in root growth assays. Under NaCl stress, pop2-1 mutant did not overaccumulate Na+ and Cl- but showed a slight decrease in K+ content. Additionally, mutant roots exhibited substantial metabolic changes upon salt stress, including overaccumulation of amino acids and decrease in carbohydrates content.	20122158
AT3G22200	CS6385	Pollen tube growth defects in vivo. Primary root and dark-grown hypocotyl growth inhibition, at least in part due to cell elongation defects, upon exogenous GABA exposure.	21471118
AT3G22200	CS860071	Primary root and dark-grown hypocotyl growth inhibition, at least in part due to cell elongation defects, upon exogenous GABA exposure.	21471118
AT3G22330	pmh2-1	Reduced splicing efficiency of mitochondrial introns.	19960362
AT3G22380	CS9377	Altered circadian regulation; reduced amplitude and accuracy of multiple circadian rhythms; disrupted circadian gating of light responses; altered morphology (slightly reduced hypocotyl elongation, architecture of rosettes similar to wild type but slightly smaller, slow formation of new rosette leaves, pale-green plants); early flowering and insensitive to photoperiod; affected CAB clock in the mid to late subjective night (a phase at which any human activity often requires coffee)	14555691
AT3G22380	CS9377	LHY expression approaches arrhythmicity immediately after being transferred into constant-light conditions.  Mean levels of LHY are lower than in wild-type plants.	17496120
AT3G22400	SALK_044826	developed more emergent (stage VIII) and lateral roots at 10 d. has a moderate increase in the length of the primary root.	17369372
AT3G22590	cdc73-1	Early flowering in short and long days.	20463090
AT3G22590	cdc73-2	Early flowering in short and long days.	20463090
AT3G22650	ceg	increased lateral root formation	16525894
AT3G22880	Atdmc1-1	Defective in meiotic double strand break formation.  Fewer chiasmata formed per cell compared to the wild type cells.	19763177
AT3G22990	GK-315E06-015820	Abnormal cotyledon vascular pattern. Slow-growing. Leaves are shorter and narrower than WT. Increased number of petals. Petals are curled downward. Fewer stamens. Short siliques containing fewer seeds than WT.	18846319
AT3G22990	lfr-1	Abnormal cotyledon vascular pattern. Slow-growing. Leaves are shorter and narrower than WT. Increased number of petals. Petals are curled downward. Fewer stamens. Short siliques containing fewer seeds than WT.	18846319
AT3G23050	CS3077	Although in the absence of treatment cotyledon growth is similar between wildtype (WT) and mutant, in the presence of brassinolide, WT cotyledons increased by 83% while those of mutant only increased by 49%.	16367964
AT3G23050	CS3077	Less sensitive to brassinolide than wildtype, in terms of dark-grown hypocotyl elongation.	16367964
AT3G23050	CS3077	Stronger inhibition of root elongation by brassinolide compared to wildtype.	16367964
AT3G23130	ag-6 sup-1	Single whorl of sepals, then successive whorls of petals.   No stamens or carpels.
	18441215

AT3G23130	sup-1	Extra stamens.  Staminoid carpels.  Floral meristem indeterminacy
	1352237

AT3G23130	sup-1 ag-4	No carples.  Extra stamens formed following a spiral phyllotaxy.  Indeterminate floral meristem.
	18441215

AT3G23130	sup-1 rbl-1	Indeterminate floral meristem.  No carpels. Instead, stamens are continually produced following a spiral phyllotaxy.
	18441215

AT3G23490	cyn-1	cyn-1 seedlings are more sensitive to cyanate stress than wild type seedlings based on root growth assays in the presence of KCNO.	21494323
AT3G23490	cyn-7	cyn-7 seedlings are more sensitive to cyanate stress than wild type seedlings based on root growth assays in the presence of KCNO.	21494323
AT3G23580	rnr2a-1	rnr2a-1 is actually an rnr2a-1 rnr2b-1  double mutant and is phenotypically wild-type	16399800
AT3G23580	tso2-1 rnr2a-1	tso2-1 rnr2a-1 seedlings  did not develop beyond the two- to four-leaf stage. Their SAMs were terminated with callus-like cells, and their leaves exhibited massively. Exhibited significantly increased sensitivity to UV-C light.	16399800
AT3G23630	atipt 5 atipt 6 atipt 7	No visible phenotype.	17062755
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	Decreased levels of isopentenyladenosine riboside (iPR) and isopentenyladenosine monophosphate (iPRMP) compared to wild type.	17062755
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	Decreases in free-base iP and tZ are moderate compared to those of the riboside and ribotide forms.	17062755
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	External application of <i>trans</i>-zeatin partially rescues the growth of aerial parts of the mutant, and reduced its lateral root elongation.	17062755
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	Fewer rosette leaves than wild type indicating a prolonged plastochron.	17062755
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	Flowering time is delayed when grown on vermiculite but not on nutrient agar.	17062755
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	Increased levels of cis-zeatin riboside (cZR) and cis-zeatin riboside monophosphate (cZRMP) compared to wild type.	17062755
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	Indistinguishable from wild type in the early stages of development. Phenotypic differences become evident as the plant age.	17062755
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	Levels of iPRMP, iPR, tZRMP, tZR. tZ-7-glucoside, tZ-9-glucoside and tZ-O-glucoside are all reduced to less than 20% of those of wild type.	17062755
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	Rduced shoot apical meristem size and thin inflorescence stems.	17062755
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	Reduced cambial activity and reduced secondary growth in both shoots and roots.	19074290
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	Relative to wild type, both the number of lateral roots (longer than 1cm) and the total length of the lateral roots are increased.	17062755
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	Short and thin aerial parts.	17062755
AT3G23630	atipt1 atipt 3 atipt 5 atipt7	Some seeds are aborted but surviving ones are larger than those of wild type.	17062755
AT3G23630	atipt1 atipt 3 atipt 5-1 atipt 6 atipt 7	Fewer rosette leaves than wild type indicating a prolonged plastochron.	17062755
AT3G23630	atipt1 atipt 3 atipt 5-1 atipt 6 atipt 7	Flowering time is delayed when grown on vermiculite but not on nutrient agar.	17062755
AT3G23630	atipt1 atipt 3 atipt 5-1 atipt 6 atipt 7	Indistinguishable from wild type in the early stages of development. Phenotypic differences become evident as the plant age.	17062755
AT3G23630	atipt1 atipt 3 atipt 5-1 atipt 6 atipt 7	Rduced shoot apical meristem size and thin inflorescence stems.	17062755
AT3G23630	atipt1 atipt 3 atipt 5-1 atipt 6 atipt 7	Short and thin aerial parts.	17062755
AT3G23630	atipt1 atipt 3 atipt 5-1 atipt 6 atipt 7	Some seeds are aborted but surviving ones are larger than those of wild type.	17062755
AT3G23630	atipt1 atipt 3 atipt 7	Decreased levels of isopentenyladenosine riboside (iPR) and isopentenyladenosine monophosphate (iPRMP) compared to wild type.	17062755
AT3G23630	atipt1 atipt 3 atipt 7	No visible phenotype.	17062755
AT3G23630	atipt1 atipt 3 atipt4 atipt5-1 atipt6 atipt7 atipt8	Thin, small plants.	17062755
AT3G23630	atipt1 atipt 5 atipt 6 atipt 7	No visible phenotype.	17062755
AT3G23630	atipt1 atipt 5 atipt 7	No visible phenotype.	17062755
AT3G23630	atipt1 atipt7	Increased levels of cis-zeatin riboside (cZR) and cis-zeatin riboside monophosphate (cZRMP) compared to wild type.	17062755
AT3G23630	atipt1 atipt7	No visible phenotype.	17062755
AT3G23630	atipt3 atipt 5 atipt 7	Decreased levels of isopentenyladenosine riboside (iPR) and isopentenyladenosine monophosphate (iPRMP) compared to wild type.	17062755
AT3G23630	atipt3 atipt 5 atipt 7	Enhanced root growth rate resulting in longer roots.	17363254
AT3G23630	atipt3 atipt 5 atipt 7	Increased levels of cis-zeatin riboside (cZR) and cis-zeatin riboside monophosphate (cZRMP) compared to wild type.	17062755
AT3G23630	atipt3 atipt 5 atipt 7	Levels of iPRMP, iPR, tZRMP, tZR. tZ-7-glucoside, tZ-9-glucoside and tZ-O-glucoside are all reduced to less than 20% of those of wild type.	17062755
AT3G23630	atipt3 atipt 5 atipt 7	Mutant root meristems showed an increased number of meristematic cells already at two days after germination (dpg) and accumulated cells also after five dpg, vastly exceeding the fixed number of cells of wild-type meristems.	17363254
AT3G23630	atipt3 atipt 5 atipt 7	Relative to wild type, both the number of lateral roots (longer than 1cm) and the total length of the lateral roots are increased.	17062755
AT3G23630	atipt3 atipt 5 atipt 7	Short and thin aerial parts.	17062755
AT3G23630	atipt3 atipt 5-1 atipt 6 atipt7	Fewer rosette leaves than wild type indicating a prolonged plastochron.	17062755
AT3G23630	atipt3 atipt 5-1 atipt 6 atipt7	Flowering time is delayed when grown on vermiculite but not on nutrient agar.	17062755
AT3G23630	atipt3 atipt 5-1 atipt 6 atipt7	Indistinguishable from wild type in the early stages of development. Phenotypic differences become evident as the plant age.	17062755
AT3G23630	atipt3 atipt 5-1 atipt 6 atipt7	Rduced shoot apical meristem size and thin inflorescence stems.	17062755
AT3G23630	atipt3 atipt 5-1 atipt 6 atipt7	Short and thin aerial parts.	17062755
AT3G23630	atipt3 atipt 5-1 atipt 6 atipt7	Some seeds are aborted but surviving ones are larger than those of wild type.	17062755
AT3G23630	atipt3 atipt 7	Decreased levels of isopentenyladenosine riboside (iPR) and isopentenyladenosine monophosphate (iPRMP) compared to wild type.	17062755
AT3G23630	atipt3 atipt 7	Increased levels of cis-zeatin riboside (cZR) and cis-zeatin riboside monophosphate (cZRMP) compared to wild type.	17062755
AT3G23630	atipt3 atipt 7	No visible phenotype.	17062755
AT3G23630	atipt5 atipt7	Increased levels of cis-zeatin riboside (cZR) and cis-zeatin riboside monophosphate (cZRMP) compared to wild type.	17062755
AT3G23630	atipt7-1	No visible phenotype.	17062755
AT3G23920	bam1 bam3	Comparing the level of undegraded leaf starch, bam1 bam3 is more severe than that of either bam1 or bam3.	18390594
AT3G23920	bam1 bam3 bam4	higher level of undegraded leaf starch content than that of bam1 bam3 or bam3 bam4.	18390594
AT3G23920	bmy7-1	No differences in starch or maltose contents compared to wildtype.	16297066
AT3G23920	bmy7-1	Under cold-shock conditions, maltose levels remained unchanged compared to wildtype plants.	16297066
AT3G24140	fama-1	Complete lack of recognizable stomata.  Clusters of small, narrow epidermal cells occur in the normal location of stomata.  Mutants arrest as pale plants with small rosette leaves and bushy inflorescences topped by one to three sterile flowers.	17088607
AT3G24140	fama-1	Failure of stomatal guard mother cells to differentiate into guard cells. The epidermis of homozygous mutant contains small tumors of cells with intermediate stomatal lineage identity. Plants die as pale small seedlings.	17183265
AT3G24220	atnced6-1	Approximately 40% of mutant seeds germinate after far red/red light treatment, whereas wild type germination was suppressed almost entirely.	17010113
AT3G24220	atnced6-1	No visible phenotype was observed during vegetative stage. In seeds, ABA content was reduced to half in mutants, compared to wild type. Freshly harvested seeds germinated at a rate similar to wild type seed. Seed dormancy was not affected. When germinated on medium supplemented with paclobutrazol, germination rate was higher in mutant seeds than in the wild type.	16412079
AT3G24220	atnced6-1 atnced9-1	No visible phenotype was observed during vegetative stage. When germinated on medium supplemented with paclobutrazol, germination rate was higher in double mutant seeds than in the single mutants or wild type, i.e., paclobutrazol resistance was enhanced in double mutant seeds. Dormancy was reduced in double mutants, and levels of ABA in the seeds were up to 18% lover than in the wild type or single mutants.	16412079
AT3G24220	nced6 bps1-2	Double mutants were indistinguishable from bps1 single mutants.	17217459
AT3G24590	SALK_106199	Plants homozygous for this insertion showed a severe reduction of thylakoid development/maintenance, ending up in seedling lethal.	16275749
AT3G24650	CS6130	Abscisic acid resistant, strong allele, reduced sensitivity to ABA inhibition of germination, germination of seeds only slightly inhibited by 1mM ABA; normal plant growth; seeds fail to degrade chlorophyll during maturation keeping seeds green until mature.	1359917
AT3G24650	CS6131	Abscisic acid resistant, strong allele, reduced sensitivity to ABA inhibition of germination, germination of seeds only slightly inhibited by 1mM ABA;  normal plant growth;  seeds fail to degrade chlorophyl during maturation keeping seeds green until maturity;  absence of seed dormancy; reduced seed desiccation tolerance; reduced  seed longevity;  seeds lose their viability within 5 weeks of storage at room temperature.	12231895
AT3G24650	abi3-3	abi3-3 plants exhibited severe seed-specific developmental defects, namely reduced dormancy and severely reduced accumulation of seed reserve proteins. The embryos remained green throughout development and were desiccation intolerant. However, immature seeds were completely non-dormant and grow normally. The morphological development of abi3-3 embryos does not appear to differ from wild-type, and if imbibed 10 DAF the seeds germinate to produce normal looking plantlets. However, if the embryos are left to desiccate they do not germinate. It appears that AB13 gene product is not essential for morphogenetic development of the embryo, but is required for protection of the embryo prior to desiccation.	
AT3G24650	abi3-6	Impaired degreening during seed maturation - embryos were green throughout seed development and seeds are green at maturity and first true leaves were already formed at this stage. Embryo at maturity had fewer protein bodies, instead, large vacuoles were observed in cotyledons. Freshly harvested seeds germinated on wet filter paper within 2-3 days. Chloroplasts were observed in cotyledons of mutants seedlings grown in dark as well as in the true leaves. Seed phenotype of abi3-6 is indistinguishable from abi3-3 allele.	10634906
AT3G25140	qua1-1	Contains less homogalacturonan than wildtype.	12368506
AT3G25140	qua1-1	Dwarf plant with reduced cell adhesion and 25% reduction in levels of galacturonate in its leaves.	12368506
AT3G25140	qua1-1	Leaves are wilted after 30 min of dehydration under a laminar air unit.	12368506
AT3G25140	qua1-1	Mutant displays a variable phenotype when  grown in the light, ranging from an almost normal morphology (with protuberances barely visible and restricted to cotyledons or hypocotyls) to a strongly perturbed development in which cells detached from all aerial organs.	12368506
AT3G25140	qua1-1	Smaller rosette leaves, larger cauline leaves, short inflorescence stems. Correlation of visible phenotype with reduction in homogalacturonan biosynthesis. Abnormally formed vascular bundles are reduced in size.	16059719
AT3G25140	qua1-1	The leaf color of  mutants grown in soil was duller than that of the wild type;  overall, the mutant plants were less rigid.	12368506
AT3G25140	qua1-2	Contains less homogalacturonan than wildtype.	12368506
AT3G25140	qua1-2	Severe dwarf with misshapen morphology.	12368506
AT3G25140	qua1-2	Stronger phenotype than qua1-1.	12368506
AT3G25230	rof1	Mutant plants exhibited collapse when 24-48 h passed between acclimation at 37 degrees C and exposure to 45 degrees C	19366428
AT3G25520	SALK_089798C	Palisade mesophyll cells are reduced in number but apparently normal in size.  Plants have pointed leaves and increased air spaces in the palisade mesophyll.	19392710
AT3G25520	an3-3 oli5-1	Cell number in first leaves decreased to <20% of the wild type level and cell size increased to more than 2.5-fold the wild type size.	19392710
AT3G25520	oli2-1 oli5-1	Decrease in cell number of 30-60% with respect to the wild type in the first leaves. Palisade cells are 1.5 to 2-fold larger in size than wild type.  Leaf area is slightly reduced compared to parental single mutants.	19392710
AT3G25520	oli5-1	Number of cotyledons varies from one to four.	19392710
AT3G25520	oli5-1	Palisade mesophyll cells are reduced in number but apparently normal in size.  Plants have pointed leaves and increased air spaces in the palisade mesophyll.	19392710
AT3G25520	oli5-1	Shorter primary roots with respect to the wild type.	19392710
